Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
11/12/2021,Central,Probable,95,0,0
11/12/2021,Southwest,Confirmed,200,9,7
11/12/2021,Eastern,Confirmed,163,2,3
11/12/2021,Central,Confirmed,152,3,2
11/12/2021,Northern,Confirmed,254,4,2
11/12/2021,Eastern,Probable,74,1,1
11/12/2021,Southwest,Probable,153,0,2
11/13/2021,Northwest,Probable,107,1,2
11/13/2021,Eastern,Probable,83,0,1
11/13/2021,Southwest,Probable,115,2,2
11/13/2021,Northern,Confirmed,192,3,2
11/13/2021,Central,Probable,91,0,0
11/13/2021,Central,Confirmed,122,10,1
11/13/2021,Southwest,Confirmed,213,10,6
11/13/2021,Northern,Probable,65,0,0
11/13/2021,Northwest,Confirmed,146,7,1
11/13/2021,Eastern,Confirmed,114,2,3
11/14/2021,Central,Confirmed,117,6,3
11/14/2021,Southwest,Probable,144,1,2
11/14/2021,Central,Probable,88,0,0
11/14/2021,Eastern,Confirmed,106,8,6
11/14/2021,Northwest,Probable,111,1,1
11/14/2021,Northern,Probable,100,0,1
11/14/2021,Northwest,Confirmed,151,5,4
11/14/2021,Northern,Confirmed,188,2,1
11/14/2021,Eastern,Probable,56,0,0
11/14/2021,Southwest,Confirmed,195,8,6
11/15/2021,Southwest,Probable,201,1,2
11/15/2021,Eastern,Confirmed,172,5,0
11/15/2021,Eastern,Probable,111,0,0
11/15/2021,Northern,Confirmed,312,4,2
11/15/2021,Central,Confirmed,197,8,1
11/15/2021,Northern,Probable,120,0,0
11/15/2021,Northwest,Confirmed,227,8,4
11/15/2021,Central,Probable,131,0,0
11/15/2021,Southwest,Confirmed,244,12,3
11/15/2021,Northwest,Probable,132,3,0
11/16/2021,Eastern,Probable,77,0,0
11/16/2021,Northern,Probable,134,0,0
11/16/2021,Central,Probable,110,0,1
11/16/2021,Southwest,Confirmed,258,10,3
11/16/2021,Northwest,Confirmed,228,6,5
11/16/2021,Southwest,Probable,151,1,2
11/16/2021,Northwest,Probable,139,0,1
11/16/2021,Northern,Confirmed,260,2,1
11/16/2021,Eastern,Confirmed,145,3,2
11/16/2021,Central,Confirmed,156,4,5
11/17/2021,Northern,Probable,119,0,0
11/17/2021,Central,Probable,117,1,3
11/17/2021,Southwest,Probable,149,2,2
11/17/2021,Southwest,Confirmed,254,9,8
11/17/2021,Northwest,Probable,135,2,0
11/17/2021,Northwest,Confirmed,213,5,3
11/17/2021,Eastern,Confirmed,159,10,2
11/17/2021,Central,Confirmed,164,4,4
11/17/2021,Northern,Confirmed,287,1,1
11/17/2021,Eastern,Probable,69,0,0
11/18/2021,Northern,Confirmed,265,3,0
11/18/2021,Northwest,Confirmed,205,7,3
11/18/2021,Northwest,Probable,126,3,0
11/18/2021,Central,Probable,83,0,0
11/18/2021,Southwest,Confirmed,246,9,5
11/18/2021,Eastern,Confirmed,180,8,0
11/18/2021,Southwest,Probable,163,2,2
11/18/2021,Northern,Probable,107,0,0
11/18/2021,Central,Confirmed,146,4,5
11/18/2021,Eastern,Probable,100,1,0
11/19/2021,Northern,Confirmed,242,3,0
11/19/2021,Northern,Probable,91,0,0
11/19/2021,Central,Probable,105,3,0
11/19/2021,Southwest,Confirmed,230,10,5
11/19/2021,Northwest,Confirmed,189,7,4
11/19/2021,Southwest,Probable,173,3,3
11/19/2021,Northwest,Probable,122,0,1
11/19/2021,Eastern,Probable,81,0,0
11/19/2021,Central,Confirmed,153,7,4
11/19/2021,Eastern,Confirmed,147,5,4
11/20/2021,Southwest,Confirmed,178,9,6
11/20/2021,Northwest,Confirmed,167,6,4
11/20/2021,Northern,Confirmed,177,0,3
11/20/2021,Eastern,Probable,71,0,0
11/20/2021,Northwest,Probable,105,0,0
11/20/2021,Central,Confirmed,155,4,4
11/20/2021,Southwest,Probable,151,0,3
11/20/2021,Eastern,Confirmed,124,6,1
11/20/2021,Central,Probable,101,1,0
11/20/2021,Northern,Probable,84,0,0
11/21/2021,Eastern,Confirmed,118,7,5
11/21/2021,Northwest,Confirmed,136,10,0
11/21/2021,Northwest,Probable,97,1,0
11/21/2021,Central,Probable,92,0,0
11/21/2021,Southwest,Confirmed,193,15,6
11/21/2021,Southwest,Probable,123,0,2
11/21/2021,Central,Confirmed,130,4,3
11/21/2021,Northern,Probable,77,0,0
11/21/2021,Eastern,Probable,60,0,0
11/21/2021,Northern,Confirmed,153,3,1
11/22/2021,Northwest,Confirmed,227,6,1
11/22/2021,Northwest,Probable,138,2,2
11/22/2021,Eastern,Probable,91,0,1
11/22/2021,Eastern,Confirmed,203,9,5
11/22/2021,Northern,Probable,106,0,0
11/22/2021,Southwest,Probable,177,2,1
11/22/2021,Central,Confirmed,197,6,3
11/22/2021,Southwest,Confirmed,304,9,9
11/22/2021,Northern,Confirmed,246,6,4
11/22/2021,Central,Probable,130,3,2
11/23/2021,Northern,Confirmed,257,3,2
11/23/2021,Central,Probable,121,1,0
11/23/2021,Southwest,Probable,157,4,2
11/23/2021,Southwest,Confirmed,258,14,7
11/23/2021,Northwest,Confirmed,244,8,3
11/23/2021,Central,Confirmed,172,5,2
11/23/2021,Northern,Probable,92,0,0
11/23/2021,Eastern,Probable,100,0,0
11/23/2021,Northwest,Probable,134,0,1
11/23/2021,Eastern,Confirmed,218,12,1
11/24/2021,Central,Confirmed,163,7,5
11/24/2021,Northern,Probable,120,1,0
11/24/2021,Eastern,Probable,79,0,1
11/24/2021,Central,Probable,121,0,0
11/24/2021,Northern,Confirmed,239,0,3
11/24/2021,Southwest,Probable,169,2,1
11/24/2021,Eastern,Confirmed,210,10,1
11/24/2021,Northwest,Confirmed,223,7,6
11/24/2021,Southwest,Confirmed,250,11,7
11/24/2021,Northwest,Probable,125,0,1
11/25/2021,Northwest,Confirmed,157,9,5
11/25/2021,Northwest,Probable,89,1,0
11/25/2021,Northern,Probable,84,0,0
11/25/2021,Southwest,Probable,89,0,1
11/25/2021,Central,Probable,85,0,1
11/25/2021,Eastern,Probable,52,1,0
11/25/2021,Eastern,Confirmed,110,5,0
11/25/2021,Central,Confirmed,92,3,2
11/25/2021,Southwest,Confirmed,153,13,6
11/25/2021,Northern,Confirmed,170,3,0
11/26/2021,Southwest,Confirmed,259,22,10
11/26/2021,Northwest,Probable,165,1,0
11/26/2021,Northern,Confirmed,272,6,0
11/26/2021,Central,Confirmed,150,9,2
11/26/2021,Eastern,Confirmed,206,8,0
11/26/2021,Northwest,Confirmed,246,11,5
11/26/2021,Northern,Probable,121,0,0
11/26/2021,Central,Probable,128,0,1
11/26/2021,Southwest,Probable,179,2,3
11/26/2021,Eastern,Probable,91,0,0
11/27/2021,Southwest,Confirmed,253,11,10
11/27/2021,Northern,Probable,120,0,0
11/27/2021,Central,Probable,131,2,1
11/27/2021,Eastern,Confirmed,169,7,2
11/27/2021,Central,Confirmed,136,2,3
11/27/2021,Southwest,Probable,192,3,1
11/27/2021,Northern,Confirmed,277,4,1
11/27/2021,Northwest,Confirmed,208,9,5
11/27/2021,Northwest,Probable,117,1,1
11/27/2021,Eastern,Probable,110,0,0
11/28/2021,Eastern,Probable,125,0,0
11/28/2021,Northern,Probable,113,0,0
11/28/2021,Northwest,Probable,132,0,0
11/28/2021,Central,Probable,109,1,1
11/28/2021,Northwest,Confirmed,290,5,3
11/28/2021,Northern,Confirmed,332,5,0
11/28/2021,Southwest,Confirmed,265,15,2
11/28/2021,Central,Confirmed,206,2,4
11/28/2021,Eastern,Confirmed,253,12,3
11/28/2021,Southwest,Probable,189,1,4
11/29/2021,Southwest,Confirmed,454,15,4
11/29/2021,Central,Confirmed,282,9,4
11/29/2021,Northern,Probable,207,0,0
11/29/2021,Eastern,Probable,152,0,0
11/29/2021,Northern,Confirmed,623,7,1
11/29/2021,Eastern,Confirmed,340,9,1
11/29/2021,Northwest,Probable,205,0,1
11/29/2021,Southwest,Probable,233,1,5
11/29/2021,Central,Probable,192,4,0
11/29/2021,Northwest,Confirmed,381,12,3
11/30/2021,Northern,Confirmed,462,4,2
11/30/2021,Northern,Probable,172,0,0
11/30/2021,Southwest,Probable,232,3,6
11/30/2021,Eastern,Probable,145,1,1
11/30/2021,Central,Probable,168,1,0
11/30/2021,Northwest,Confirmed,361,8,2
11/30/2021,Eastern,Confirmed,283,3,3
11/30/2021,Northwest,Probable,206,1,1
11/30/2021,Central,Confirmed,237,4,1
11/30/2021,Southwest,Confirmed,434,12,8
12/01/2021,Northern,Probable,167,0,0
12/01/2021,Southwest,Probable,221,0,2
12/01/2021,Central,Probable,169,0,0
12/01/2021,Eastern,Probable,146,2,2
12/01/2021,Northwest,Confirmed,420,10,7
12/01/2021,Central,Confirmed,273,6,1
12/01/2021,Northern,Confirmed,491,4,2
12/01/2021,Eastern,Confirmed,299,12,3
12/01/2021,Northwest,Probable,208,0,1
12/01/2021,Southwest,Confirmed,388,18,7
12/02/2021,Eastern,Probable,152,1,0
12/02/2021,Northwest,Probable,193,0,1
12/02/2021,Eastern,Confirmed,275,13,2
12/02/2021,Northern,Confirmed,409,9,0
12/02/2021,Southwest,Confirmed,340,10,6
12/02/2021,Central,Confirmed,238,6,5
12/02/2021,Northwest,Confirmed,365,6,3
12/02/2021,Northern,Probable,151,2,0
12/02/2021,Central,Probable,179,3,0
12/02/2021,Southwest,Probable,217,1,3
12/03/2021,Southwest,Confirmed,387,20,4
12/03/2021,Eastern,Probable,135,1,0
12/03/2021,Northwest,Probable,194,0,3
12/03/2021,Northwest,Confirmed,373,18,3
12/03/2021,Southwest,Probable,212,2,2
12/03/2021,Northern,Confirmed,413,4,1
12/03/2021,Central,Confirmed,239,17,6
12/03/2021,Northern,Probable,139,0,0
12/03/2021,Central,Probable,169,1,3
12/03/2021,Eastern,Confirmed,269,12,4
12/04/2021,Northern,Probable,123,1,0
12/04/2021,Central,Probable,136,3,0
12/04/2021,Eastern,Probable,107,1,1
12/04/2021,Eastern,Confirmed,212,2,1
12/04/2021,Northern,Confirmed,309,6,1
12/04/2021,Southwest,Confirmed,270,16,5
12/04/2021,Northwest,Confirmed,256,11,2
12/04/2021,Northwest,Probable,146,1,1
12/04/2021,Southwest,Probable,194,3,3
12/04/2021,Central,Confirmed,194,10,3
12/05/2021,Northern,Probable,120,1,0
12/05/2021,Southwest,Probable,173,1,2
12/05/2021,Eastern,Probable,125,0,1
12/05/2021,Northwest,Confirmed,252,9,4
12/05/2021,Southwest,Confirmed,304,17,8
12/05/2021,Northern,Confirmed,319,6,1
12/05/2021,Central,Probable,155,2,0
12/05/2021,Central,Confirmed,174,10,1
12/05/2021,Northwest,Probable,133,1,0
12/05/2021,Eastern,Confirmed,207,14,4
12/06/2021,Northern,Probable,171,0,0
12/06/2021,Southwest,Confirmed,426,20,7
12/06/2021,Central,Probable,240,2,0
12/06/2021,Southwest,Probable,257,2,2
12/06/2021,Eastern,Probable,153,1,1
12/06/2021,Northern,Confirmed,478,5,1
12/06/2021,Northwest,Confirmed,414,15,6
12/06/2021,Northwest,Probable,240,0,1
12/06/2021,Eastern,Confirmed,323,17,3
12/06/2021,Central,Confirmed,282,18,7
12/07/2021,Northern,Confirmed,451,12,3
12/07/2021,Central,Confirmed,320,8,3
12/07/2021,Northwest,Confirmed,367,16,2
12/07/2021,Northwest,Probable,224,2,0
12/07/2021,Southwest,Confirmed,363,18,12
12/07/2021,Southwest,Probable,206,2,1
12/07/2021,Eastern,Probable,162,1,1
12/07/2021,Central,Probable,189,1,0
12/07/2021,Northern,Probable,169,1,1
12/07/2021,Eastern,Confirmed,254,16,4
12/08/2021,Northern,Probable,168,0,0
12/08/2021,Central,Probable,205,1,1
12/08/2021,Central,Confirmed,304,12,4
12/08/2021,Northern,Confirmed,478,5,1
12/08/2021,Southwest,Probable,200,2,6
12/08/2021,Northwest,Confirmed,384,7,8
12/08/2021,Southwest,Confirmed,356,14,11
12/08/2021,Northwest,Probable,208,0,1
12/08/2021,Eastern,Probable,136,0,1
12/08/2021,Eastern,Confirmed,251,12,7
12/09/2021,Northwest,Confirmed,383,17,6
12/09/2021,Eastern,Probable,147,1,1
12/09/2021,Northwest,Probable,177,0,0
12/09/2021,Northern,Confirmed,476,6,1
12/09/2021,Southwest,Confirmed,368,10,11
12/09/2021,Northern,Probable,144,0,0
12/09/2021,Central,Probable,196,1,1
12/09/2021,Eastern,Confirmed,262,6,0
12/09/2021,Southwest,Probable,203,6,1
12/09/2021,Central,Confirmed,313,9,6
12/10/2021,Eastern,Confirmed,274,8,2
12/10/2021,Eastern,Probable,136,2,0
12/10/2021,Central,Probable,180,3,2
12/10/2021,Northern,Probable,149,0,0
12/10/2021,Southwest,Probable,190,5,1
12/10/2021,Northern,Confirmed,465,10,4
12/10/2021,Northwest,Confirmed,328,14,6
12/10/2021,Northwest,Probable,210,1,1
12/10/2021,Southwest,Confirmed,341,17,14
12/10/2021,Central,Confirmed,261,12,4
12/11/2021,Southwest,Confirmed,266,17,7
12/11/2021,Northwest,Probable,149,1,2
12/11/2021,Eastern,Probable,123,3,0
12/11/2021,Northern,Confirmed,375,4,3
12/11/2021,Central,Probable,145,2,0
12/11/2021,Southwest,Probable,180,3,0
12/11/2021,Northwest,Confirmed,266,11,6
12/11/2021,Eastern,Confirmed,202,8,4
12/11/2021,Central,Confirmed,198,11,5
12/11/2021,Northern,Probable,163,0,1
12/12/2021,Central,Confirmed,213,19,3
12/12/2021,Southwest,Probable,138,1,3
12/12/2021,Central,Probable,143,3,0
12/12/2021,Northern,Probable,139,0,0
12/12/2021,Eastern,Confirmed,247,10,5
12/12/2021,Northern,Confirmed,408,7,3
12/12/2021,Northwest,Confirmed,270,9,6
12/12/2021,Southwest,Confirmed,213,16,6
12/12/2021,Eastern,Probable,117,0,0
12/12/2021,Northwest,Probable,147,3,1
12/13/2021,Eastern,Probable,187,1,0
12/13/2021,Eastern,Confirmed,374,14,3
12/13/2021,Northwest,Confirmed,463,15,4
12/13/2021,Central,Confirmed,357,11,4
12/13/2021,Central,Probable,299,3,0
12/13/2021,Northern,Probable,276,0,1
12/13/2021,Northern,Confirmed,761,9,2
12/13/2021,Southwest,Probable,239,4,3
12/13/2021,Northwest,Probable,294,0,2
12/13/2021,Southwest,Confirmed,422,17,7
12/14/2021,Southwest,Confirmed,355,13,4
12/14/2021,Northern,Probable,352,1,1
12/14/2021,Northwest,Probable,262,1,1
12/14/2021,Northern,Confirmed,930,3,1
12/14/2021,Southwest,Probable,205,2,3
12/14/2021,Central,Probable,254,0,1
12/14/2021,Central,Confirmed,352,9,5
12/14/2021,Eastern,Confirmed,375,8,2
12/14/2021,Eastern,Probable,181,0,0
12/14/2021,Northwest,Confirmed,460,8,4
12/15/2021,Northwest,Confirmed,412,7,4
12/15/2021,Eastern,Probable,208,0,1
12/15/2021,Northwest,Probable,257,0,1
12/15/2021,Central,Probable,265,1,0
12/15/2021,Northern,Probable,369,0,0
12/15/2021,Eastern,Confirmed,385,14,5
12/15/2021,Northern,Confirmed,1112,5,1
12/15/2021,Southwest,Probable,214,4,0
12/15/2021,Southwest,Confirmed,369,19,6
12/15/2021,Central,Confirmed,366,11,2
12/16/2021,Eastern,Confirmed,383,18,1
12/16/2021,Southwest,Probable,221,2,1
12/16/2021,Central,Confirmed,397,19,7
12/16/2021,Northern,Probable,417,1,1
12/16/2021,Southwest,Confirmed,324,22,7
12/16/2021,Northern,Confirmed,1394,11,3
12/16/2021,Central,Probable,317,2,3
12/16/2021,Northwest,Confirmed,438,6,5
12/16/2021,Northwest,Probable,237,0,1
12/16/2021,Eastern,Probable,203,1,1
12/17/2021,Central,Confirmed,370,9,4
12/17/2021,Northern,Confirmed,1304,7,1
12/17/2021,Southwest,Probable,178,3,1
12/17/2021,Eastern,Confirmed,442,10,5
12/17/2021,Northern,Probable,458,0,0
12/17/2021,Eastern,Probable,223,0,0
12/17/2021,Northwest,Probable,279,1,3
12/17/2021,Southwest,Confirmed,357,16,12
12/17/2021,Central,Probable,298,1,0
12/17/2021,Northwest,Confirmed,469,14,7
12/18/2021,Northwest,Confirmed,361,9,9
12/18/2021,Northern,Confirmed,1239,10,2
12/18/2021,Southwest,Probable,208,1,2
12/18/2021,Central,Probable,270,1,2
12/18/2021,Eastern,Probable,198,1,0
12/18/2021,Central,Confirmed,320,5,5
12/18/2021,Northwest,Probable,215,1,2
12/18/2021,Northern,Probable,414,0,0
12/18/2021,Southwest,Confirmed,287,16,8
12/18/2021,Eastern,Confirmed,371,15,4
12/19/2021,Northwest,Probable,245,3,1
12/19/2021,Northwest,Confirmed,395,10,11
12/19/2021,Central,Probable,312,1,2
12/19/2021,Northern,Probable,441,1,1
12/19/2021,Eastern,Confirmed,408,15,3
12/19/2021,Eastern,Probable,210,1,1
12/19/2021,Central,Confirmed,289,5,2
12/19/2021,Northern,Confirmed,1252,6,2
12/19/2021,Southwest,Probable,140,2,3
12/19/2021,Southwest,Confirmed,237,16,5
12/20/2021,Central,Confirmed,623,18,5
12/20/2021,Southwest,Confirmed,480,22,13
12/20/2021,Southwest,Probable,264,1,2
12/20/2021,Northern,Probable,773,2,0
12/20/2021,Central,Probable,491,2,0
12/20/2021,Northern,Confirmed,2343,8,4
12/20/2021,Eastern,Confirmed,756,22,1
12/20/2021,Eastern,Probable,359,0,0
12/20/2021,Northwest,Probable,359,0,1
12/20/2021,Northwest,Confirmed,714,10,4
12/21/2021,Northwest,Probable,445,1,2
12/21/2021,Eastern,Confirmed,763,10,5
12/21/2021,Northern,Probable,969,2,2
12/21/2021,Southwest,Confirmed,489,16,10
12/21/2021,Northern,Confirmed,3426,13,4
12/21/2021,Central,Confirmed,727,10,5
12/21/2021,Southwest,Probable,241,3,2
12/21/2021,Northwest,Confirmed,817,10,5
12/21/2021,Central,Probable,587,1,1
12/21/2021,Eastern,Probable,420,0,0
12/22/2021,Northwest,Confirmed,835,5,7
12/22/2021,Northwest,Probable,446,0,1
12/22/2021,Central,Probable,792,4,0
12/22/2021,Northern,Probable,1124,0,0
12/22/2021,Southwest,Confirmed,554,15,8
12/22/2021,Southwest,Probable,244,5,1
12/22/2021,Eastern,Probable,570,0,2
12/22/2021,Central,Confirmed,913,12,7
12/22/2021,Eastern,Confirmed,879,11,3
12/22/2021,Northern,Confirmed,3803,10,2
12/23/2021,Northwest,Probable,486,1,0
12/23/2021,Eastern,Confirmed,1045,14,6
12/23/2021,Eastern,Probable,682,2,2
12/23/2021,Central,Confirmed,938,5,3
12/23/2021,Northwest,Confirmed,939,13,9
12/23/2021,Central,Probable,830,1,2
12/23/2021,Southwest,Confirmed,514,17,6
12/23/2021,Southwest,Probable,277,5,0
12/23/2021,Northern,Confirmed,3583,17,3
12/23/2021,Northern,Probable,1306,0,0
12/24/2021,Eastern,Confirmed,1067,14,5
12/24/2021,Northwest,Confirmed,668,11,6
12/24/2021,Northwest,Probable,386,3,2
12/24/2021,Central,Probable,670,0,3
12/24/2021,Northern,Probable,1007,0,2
12/24/2021,Southwest,Confirmed,416,13,13
12/24/2021,Eastern,Probable,607,0,1
12/24/2021,Central,Confirmed,714,10,4
12/24/2021,Northern,Confirmed,2071,12,1
12/24/2021,Southwest,Probable,211,1,4
12/25/2021,Northern,Probable,607,2,1
12/25/2021,Central,Confirmed,584,11,1
12/25/2021,Eastern,Probable,448,1,0
12/25/2021,Central,Probable,501,1,1
12/25/2021,Southwest,Confirmed,266,13,7
12/25/2021,Northwest,Probable,325,2,3
12/25/2021,Southwest,Probable,192,0,3
12/25/2021,Eastern,Confirmed,963,26,10
12/25/2021,Northwest,Confirmed,624,15,4
12/25/2021,Northern,Confirmed,1331,14,2
12/26/2021,Central,Confirmed,972,21,2
12/26/2021,Southwest,Confirmed,653,23,9
12/26/2021,Eastern,Probable,831,3,1
12/26/2021,Northern,Confirmed,2527,11,2
12/26/2021,Northwest,Confirmed,909,13,7
12/26/2021,Northwest,Probable,529,0,1
12/26/2021,Eastern,Confirmed,1693,17,3
12/26/2021,Southwest,Probable,362,2,1
12/26/2021,Central,Probable,828,1,1
12/26/2021,Northern,Probable,1002,0,2
12/27/2021,Central,Probable,1440,4,1
12/27/2021,Northern,Probable,1740,1,0
12/27/2021,Northwest,Confirmed,1898,10,11
12/27/2021,Northwest,Probable,907,0,1
12/27/2021,Central,Confirmed,1942,11,7
12/27/2021,Southwest,Confirmed,1045,21,14
12/27/2021,Eastern,Probable,1162,1,1
12/27/2021,Northern,Confirmed,6078,20,5
12/27/2021,Eastern,Confirmed,2970,33,6
12/27/2021,Southwest,Probable,591,6,3
12/28/2021,Eastern,Confirmed,3057,22,8
12/28/2021,Southwest,Confirmed,1281,22,9
12/28/2021,Northwest,Probable,983,1,1
12/28/2021,Southwest,Probable,575,2,1
12/28/2021,Northern,Probable,1731,1,0
12/28/2021,Central,Probable,1444,4,3
12/28/2021,Northwest,Confirmed,1992,16,9
12/28/2021,Central,Confirmed,2260,17,8
12/28/2021,Northern,Confirmed,6782,13,3
12/28/2021,Eastern,Probable,1281,3,0
12/29/2021,Southwest,Probable,565,2,2
12/29/2021,Northern,Confirmed,6281,17,4
12/29/2021,Central,Confirmed,2829,15,3
12/29/2021,Northwest,Confirmed,1976,10,6
12/29/2021,Southwest,Confirmed,1324,25,8
12/29/2021,Northwest,Probable,870,1,4
12/29/2021,Eastern,Probable,1262,1,1
12/29/2021,Central,Probable,1378,1,2
12/29/2021,Northern,Probable,1788,1,0
12/29/2021,Eastern,Confirmed,3056,23,7
12/30/2021,Central,Probable,1459,2,1
12/30/2021,Northwest,Probable,844,1,2
12/30/2021,Eastern,Probable,1291,1,0
12/30/2021,Northwest,Confirmed,2155,14,12
12/30/2021,Eastern,Confirmed,3003,34,7
12/30/2021,Southwest,Probable,561,3,2
12/30/2021,Southwest,Confirmed,1430,25,10
12/30/2021,Northern,Probable,1862,2,1
12/30/2021,Central,Confirmed,2436,20,11
12/30/2021,Northern,Confirmed,6229,11,1
12/31/2021,Northwest,Confirmed,1299,13,4
12/31/2021,Southwest,Confirmed,1096,14,14
12/31/2021,Northern,Confirmed,3319,24,2
12/31/2021,Southwest,Probable,371,5,0
12/31/2021,Northwest,Probable,671,1,2
12/31/2021,Eastern,Confirmed,2491,28,5
12/31/2021,Central,Probable,1079,2,1
12/31/2021,Central,Confirmed,1631,24,6
12/31/2021,Eastern,Probable,1117,0,1
12/31/2021,Northern,Probable,1298,0,0
01/01/2022,Eastern,Probable,903,0,0
01/01/2022,Eastern,Confirmed,1681,51,11
01/01/2022,Northern,Confirmed,2160,19,2
01/01/2022,Southwest,Probable,398,1,2
01/01/2022,Central,Confirmed,1003,27,10
01/01/2022,Southwest,Confirmed,728,23,11
01/01/2022,Central,Probable,808,5,0
01/01/2022,Northwest,Confirmed,960,19,6
01/01/2022,Northern,Probable,852,2,1
01/01/2022,Northwest,Probable,545,0,1
01/02/2022,Northern,Confirmed,3304,19,7
01/02/2022,Southwest,Confirmed,839,27,12
01/02/2022,Northwest,Confirmed,1277,17,14
01/02/2022,Central,Confirmed,1402,23,10
01/02/2022,Southwest,Probable,492,4,1
01/02/2022,Eastern,Confirmed,2372,49,7
01/02/2022,Northwest,Probable,656,1,3
01/02/2022,Northern,Probable,1112,0,0
01/02/2022,Central,Probable,936,2,0
01/02/2022,Eastern,Probable,972,0,1
01/03/2022,Northern,Probable,991,1,2
01/03/2022,Eastern,Probable,1612,0,0
01/03/2022,Northwest,Confirmed,1263,15,12
01/03/2022,Southwest,Confirmed,1305,23,5
01/03/2022,Central,Confirmed,1678,23,5
01/03/2022,Central,Probable,1094,0,2
01/03/2022,Northwest,Probable,539,0,3
01/03/2022,Eastern,Confirmed,4245,46,7
01/03/2022,Southwest,Probable,710,1,1
01/03/2022,Northern,Confirmed,2947,18,6
01/04/2022,Southwest,Probable,771,3,1
01/04/2022,Southwest,Confirmed,2096,24,12
01/04/2022,Eastern,Probable,1672,2,2
01/04/2022,Eastern,Confirmed,4314,40,4
01/04/2022,Northwest,Confirmed,1940,17,8
01/04/2022,Central,Probable,1463,0,2
01/04/2022,Northern,Confirmed,5672,26,5
01/04/2022,Central,Confirmed,2422,18,9
01/04/2022,Northern,Probable,1576,0,0
01/04/2022,Northwest,Probable,731,3,4
01/05/2022,Southwest,Probable,806,2,5
01/05/2022,Northwest,Confirmed,2106,25,11
01/05/2022,Northern,Confirmed,6078,22,8
01/05/2022,Northwest,Probable,931,4,4
01/05/2022,Central,Confirmed,2894,35,15
01/05/2022,Central,Probable,1609,4,0
01/05/2022,Eastern,Confirmed,4676,56,6
01/05/2022,Eastern,Probable,1637,2,5
01/05/2022,Southwest,Confirmed,2015,18,13
01/05/2022,Northern,Probable,1618,0,2
01/06/2022,Central,Probable,1375,1,1
01/06/2022,Eastern,Probable,1438,1,0
01/06/2022,Northern,Probable,1547,2,2
01/06/2022,Southwest,Probable,785,1,7
01/06/2022,Southwest,Confirmed,1864,22,17
01/06/2022,Northwest,Confirmed,2269,24,11
01/06/2022,Eastern,Confirmed,3873,62,12
01/06/2022,Northwest,Probable,914,1,0
01/06/2022,Central,Confirmed,2686,25,8
01/06/2022,Northern,Confirmed,5525,19,6
01/07/2022,Southwest,Confirmed,1479,23,7
01/07/2022,Northern,Confirmed,3912,21,11
01/07/2022,Central,Probable,1257,5,4
01/07/2022,Northwest,Probable,755,1,2
01/07/2022,Northern,Probable,1127,1,3
01/07/2022,Eastern,Probable,1419,2,0
01/07/2022,Central,Confirmed,2419,27,15
01/07/2022,Northwest,Confirmed,1575,17,9
01/07/2022,Eastern,Confirmed,3670,42,16
01/07/2022,Southwest,Probable,686,3,3
01/08/2022,Northwest,Confirmed,1091,13,13
01/08/2022,Southwest,Confirmed,1096,33,14
01/08/2022,Central,Confirmed,1493,23,12
01/08/2022,Eastern,Probable,987,1,2
01/08/2022,Central,Probable,818,2,1
01/08/2022,Northwest,Probable,666,0,2
01/08/2022,Eastern,Confirmed,1993,42,11
01/08/2022,Northern,Confirmed,2334,23,8
01/08/2022,Southwest,Probable,581,2,0
01/08/2022,Northern,Probable,768,1,1
01/09/2022,Southwest,Probable,572,3,6
01/09/2022,Northwest,Probable,574,0,3
01/09/2022,Eastern,Confirmed,1863,46,22
01/09/2022,Central,Probable,767,2,3
01/09/2022,Northern,Confirmed,1963,25,9
01/09/2022,Central,Confirmed,1253,35,11
01/09/2022,Northern,Probable,650,0,1
01/09/2022,Southwest,Confirmed,1059,26,19
01/09/2022,Northwest,Confirmed,1121,20,12
01/09/2022,Eastern,Probable,954,1,1
01/10/2022,Central,Confirmed,2685,45,5
01/10/2022,Northwest,Confirmed,2339,17,16
01/10/2022,Southwest,Confirmed,2302,22,16
01/10/2022,Eastern,Probable,1625,1,1
01/10/2022,Northern,Confirmed,4450,27,8
01/10/2022,Northern,Probable,1296,0,2
01/10/2022,Central,Probable,1448,4,2
01/10/2022,Eastern,Confirmed,4465,51,6
01/10/2022,Northwest,Probable,1115,4,4
01/10/2022,Southwest,Probable,1146,3,0
01/11/2022,Northern,Probable,999,1,2
01/11/2022,Central,Probable,1335,1,4
01/11/2022,Eastern,Probable,1390,2,3
01/11/2022,Eastern,Confirmed,3606,42,14
01/11/2022,Southwest,Probable,978,3,6
01/11/2022,Central,Confirmed,2260,31,10
01/11/2022,Northwest,Probable,830,2,4
01/11/2022,Southwest,Confirmed,2477,21,9
01/11/2022,Northern,Confirmed,4310,13,6
01/11/2022,Northwest,Confirmed,2095,20,12
01/12/2022,Central,Confirmed,2232,31,14
01/12/2022,Eastern,Confirmed,3722,47,17
01/12/2022,Southwest,Confirmed,2257,31,23
01/12/2022,Northwest,Confirmed,1888,23,14
01/12/2022,Northwest,Probable,798,0,2
01/12/2022,Southwest,Probable,1184,2,5
01/12/2022,Eastern,Probable,1282,1,5
01/12/2022,Northern,Confirmed,3339,22,11
01/12/2022,Central,Probable,1288,3,6
